"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Leg focused","10 Jan 2024, 16:31","10 Jan 2024, 18:14","","Leg Raise Parallel Bars",,"",0,"normal",,13,,,
"Leg focused","10 Jan 2024, 16:31","10 Jan 2024, 18:14","","Leg Raise Parallel Bars",,"",1,"normal",,14,,,
"Leg focused","10 Jan 2024, 16:31","10 Jan 2024, 18:14","","Seated Calf Raise",,"",0,"normal",30,12,,,
"Leg focused","10 Jan 2024, 16:31","10 Jan 2024, 18:14","","Seated Calf Raise",,"",1,"normal",30,10,,,
"Leg focused","10 Jan 2024, 16:31","10 Jan 2024, 18:14","","Hip Adduction (Machine)",,"",0,"normal",70,11,,,
"Leg focused","10 Jan 2024, 16:31","10 Jan 2024, 18:14","","Hip Adduction (Machine)",,"",1,"normal",70,9,,,
"Leg focused","10 Jan 2024, 16:31","10 Jan 2024, 18:14","","Leg Extension (Machine)",,"",0,"normal",90,14,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Lat Pulldown (Machine)",,"",0,"warmup",70,5,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Lat Pulldown (Machine)",,"",1,"normal",100,12,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Lat Pulldown (Machine)",,"",2,"normal",105,10,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Lat Pulldown (Machine)",,"",3,"normal",100,9,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Leg Press Horizontal (Machine)",,"",0,"warmup",77,3,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Leg Press Horizontal (Machine)",,"",1,"normal",133,10,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Leg Press Horizontal (Machine)",,"",2,"normal",133,9,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Leg Press Horizontal (Machine)",,"",3,"normal",133,8,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Seated Row (Machine)",,"",0,"normal",65,11,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Seated Row (Machine)",,"",1,"normal",70,8,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",35,15,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",40,7,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",35,8,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Incline Chest Press (Machine)",,"",0,"warmup",45,5,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Incline Chest Press (Machine)",,"",1,"normal",60,9,,,7
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Incline Chest Press (Machine)",,"",2,"normal",60,9,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Triceps Extension (Cable)",,"",0,"normal",40,10,,,
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Triceps Extension (Cable)",,"",1,"normal",35,7,,,6
"Upper body pull-ish","4 Jan 2024, 15:23","4 Jan 2024, 16:38","","Preacher Curl (Machine)",,"",0,"normal",40,10,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Leg Press Horizontal (Machine)",,"",0,"warmup",77,6,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Leg Press Horizontal (Machine)",,"",1,"normal",149,10,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Leg Press Horizontal (Machine)",,"",2,"normal",141,10,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Leg Press Horizontal (Machine)",,"",3,"normal",133,11,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Hip Thrust (Machine)",,"",0,"warmup",50,6,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Hip Thrust (Machine)",,"",1,"normal",130,11,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Hip Thrust (Machine)",,"",2,"normal",130,9,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Hip Thrust (Machine)",,"",3,"normal",110,10,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Leg Extension (Machine)",,"",0,"normal",85,12,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Leg Extension (Machine)",,"",1,"normal",90,11,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Leg Extension (Machine)",,"",2,"normal",85,5,,,6
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Hip Adduction (Machine)",,"",0,"normal",65,17,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Hip Adduction (Machine)",,"",1,"normal",70,11,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Leg Raise Parallel Bars",,"",0,"normal",,11,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Leg Raise Parallel Bars",,"",1,"normal",,6,,,
"Leg focused","2 Jan 2024, 15:05","2 Jan 2024, 16:49","","Crunch (Machine)",,"",0,"normal",55,11,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Chest Press (Machine)",,"",0,"warmup",55,8,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Chest Press (Machine)",,"",1,"normal",75,10,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Chest Press (Machine)",,"",2,"normal",75,9,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Chest Press (Machine)",,"",3,"normal",70,10,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Seated Shoulder Press (Machine)",,"",0,"warmup",30,5,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Seated Shoulder Press (Machine)",,"",1,"normal",50,11,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Seated Shoulder Press (Machine)",,"",2,"normal",45,13,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Seated Shoulder Press (Machine)",,"",3,"normal",45,10,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Seated Row (Machine)",,"",0,"normal",70,10,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Seated Row (Machine)",,"",1,"normal",65,9,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Incline Chest Press (Machine)",,"",0,"normal",60,9,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Incline Chest Press (Machine)",,"",1,"normal",55,8,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Lateral Raise (Machine)",,"",0,"normal",47.5,9,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Lateral Raise (Machine)",,"",1,"normal",45,11,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Lateral Raise (Machine)",,"",2,"normal",45,9,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Leg Raise Parallel Bars",,"",0,"normal",,11,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Leg Raise Parallel Bars",,"",1,"normal",,10,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Crunch (Machine)",,"",0,"normal",55,11,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Triceps Extension (Cable)",,"",0,"normal",40,10,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Triceps Extension (Cable)",,"",1,"normal",35,10,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Triceps Extension (Cable)",,"",2,"normal",30,11,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Preacher Curl (Machine)",,"",0,"normal",40,11,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Preacher Curl (Machine)",,"",1,"normal",40,5,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Preacher Curl (Machine)",,"",2,"dropset",30,5,,,
"Upper body push-ish","30 Dec 2023, 13:19","30 Dec 2023, 15:25","","Preacher Curl (Machine)",,"",3,"normal",35,11,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Lat Pulldown (Machine)",,"",0,"warmup",70,5,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Lat Pulldown (Machine)",,"",1,"normal",100,10,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Lat Pulldown (Machine)",,"",2,"normal",105,10,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Lat Pulldown (Machine)",,"",3,"normal",100,8,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Pull Up",,"",0,"normal",,5,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Leg Press Horizontal (Machine)",,"",0,"warmup",77,3,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Leg Press Horizontal (Machine)",,"",1,"normal",133,11,,,8.5
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Leg Press Horizontal (Machine)",,"",2,"normal",133,10,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Leg Press Horizontal (Machine)",,"",3,"normal",125,12,,,8.5
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Seated Row (Machine)",,"",0,"normal",65,11,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Seated Row (Machine)",,"",1,"normal",65,9,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Seated Row (Machine)",,"",2,"normal",60,13,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Rear Delt Reverse Fly (Machine)",,"",0,"normal",35,12,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Rear Delt Reverse Fly (Machine)",,"",1,"normal",35,10,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Incline Chest Press (Machine)",,"",0,"warmup",45,8,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Incline Chest Press (Machine)",,"",1,"normal",60,11,,,8.5
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Incline Chest Press (Machine)",,"",2,"normal",60,6,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Preacher Curl (Machine)",,"",0,"normal",40,8,,,
"Upper body pull-ish","28 Dec 2023, 15:33","28 Dec 2023, 17:17","With @rosey03","Preacher Curl (Machine)",,"",1,"normal",35,9,,,
"Express upper body","26 Dec 2023, 18:56","26 Dec 2023, 19:22","","Chest Press (Machine)",,"",0,"warmup",55,6,,,
"Express upper body","26 Dec 2023, 18:56","26 Dec 2023, 19:22","","Chest Press (Machine)",,"",1,"normal",75,9,,,8.5
"Express upper body","26 Dec 2023, 18:56","26 Dec 2023, 19:22","","Chest Press (Machine)",,"",2,"normal",70,10,,,8.5
"Express upper body","26 Dec 2023, 18:56","26 Dec 2023, 19:22","","Chest Press (Machine)",,"",3,"normal",70,8,,,
"Express upper body","26 Dec 2023, 18:56","26 Dec 2023, 19:22","","Chest Press (Machine)",,"",4,"dropset",60,5,,,
"Express upper body","26 Dec 2023, 18:56","26 Dec 2023, 19:22","","Lateral Raise (Machine)",,"",0,"normal",47.5,9,,,
"Express upper body","26 Dec 2023, 18:56","26 Dec 2023, 19:22","","Lateral Raise (Machine)",,"",1,"normal",45,10,,,
"Express upper body","26 Dec 2023, 18:56","26 Dec 2023, 19:22","","Lat Pulldown (Machine)",,"",0,"normal",90,12,,,
"Express upper body","26 Dec 2023, 18:56","26 Dec 2023, 19:22","","Seated Row (Machine)",,"",0,"normal",65,10,,,
"Express upper body","26 Dec 2023, 18:56","26 Dec 2023, 19:22","","Seated Row (Machine)",,"",1,"normal",60,11,,,
"Express upper body","26 Dec 2023, 18:56","26 Dec 2023, 19:22","","Incline Chest Press (Machine)",,"",0,"warmup",45,3,,,
"Express upper body","26 Dec 2023, 18:56","26 Dec 2023, 19:22","","Incline Chest Press (Machine)",,"",1,"normal",65,6,,,
"Express upper body","26 Dec 2023, 18:56","26 Dec 2023, 19:22","","Incline Chest Press (Machine)",,"",2,"normal",55,7,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Squat (Barbell)",,"",0,"warmup",40,5,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Squat (Barbell)",,"",1,"normal",60,7,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Squat (Barbell)",,"",2,"normal",70,3,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Squat (Barbell)",,"",3,"normal",65,5,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Lying Leg Curl (Machine)",,"",0,"normal",35,7,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Seated Leg Curl (Machine)",,"",0,"normal",40,8,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Leg Press (Machine)",,"",0,"normal",120,10,,,6
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Leg Press (Machine)",,"",1,"normal",160,9,,,10
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Leg Press (Machine)",,"",2,"normal",140,6,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Leg Press (Machine)",,"",3,"dropset",120,3,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Hanging Leg Raise",,"",0,"normal",,11,,,6
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Leg Extension (Machine)",,"",0,"warmup",55,8,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Leg Extension (Machine)",,"",1,"normal",70,10,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Leg Extension (Machine)",,"",2,"normal",65,6,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Hip Adduction (Machine)",,"",0,"normal",40,9,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Hip Adduction (Machine)",,"",1,"normal",45,7,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Calf Press (Machine)",,"",0,"normal",90,12,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Calf Press (Machine)",,"",1,"normal",100,12,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Calf Press (Machine)",,"",2,"normal",100,12,,,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Dead Hang",,"",0,"normal",,,,30,
"Legzz","22 Dec 2023, 13:14","22 Dec 2023, 15:14","","Pull Up",,"",0,"normal",,10,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Chest Press (Machine)",,"",0,"warmup",50,10,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Chest Press (Machine)",,"",1,"normal",70,14,,,8
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Chest Press (Machine)",,"",2,"normal",75,7,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Chest Press (Machine)",,"",3,"dropset",65,4,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Seated Row (Machine)",,"",0,"warmup",30,6,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Seated Row (Machine)",,"",1,"normal",60,14,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Seated Row (Machine)",,"",2,"normal",65,11,,,8
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Seated Row (Machine)",,"",3,"normal",65,12,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Lat Pulldown (Machine)",,"",0,"normal",100,5,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Lat Pulldown (Machine)",,"",1,"normal",90,9,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Lat Pulldown (Machine)",,"",2,"normal",90,8,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Incline Chest Press (Machine)",,"",0,"warmup",45,10,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Incline Chest Press (Machine)",,"",1,"normal",65,8,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Incline Chest Press (Machine)",,"",2,"normal",60,6,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Preacher Curl (Machine)",,"",0,"normal",40,10,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Preacher Curl (Machine)",,"",1,"normal",35,7,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Triceps Extension (Cable)",,"",0,"normal",40,12,,,
"Upper body","21 Dec 2023, 12:36","21 Dec 2023, 13:28","","Triceps Extension (Cable)",,"",1,"normal",40,8,,,
"short Leg focused","19 Dec 2023, 10:30","19 Dec 2023, 11:11","2 days post hangover","Hip Thrust (Machine)",,"",0,"warmup",50,6,,,
"short Leg focused","19 Dec 2023, 10:30","19 Dec 2023, 11:11","2 days post hangover","Hip Thrust (Machine)",,"",1,"normal",100,11,,,7
"short Leg focused","19 Dec 2023, 10:30","19 Dec 2023, 11:11","2 days post hangover","Hip Thrust (Machine)",,"",2,"normal",120,12,,,8
"short Leg focused","19 Dec 2023, 10:30","19 Dec 2023, 11:11","2 days post hangover","Hip Thrust (Machine)",,"",3,"normal",120,7,,,7
"short Leg focused","19 Dec 2023, 10:30","19 Dec 2023, 11:11","2 days post hangover","Leg Extension (Machine)",,"",0,"normal",85,13,,,7
"short Leg focused","19 Dec 2023, 10:30","19 Dec 2023, 11:11","2 days post hangover","Leg Extension (Machine)",,"",1,"normal",90,6,,,
"short Leg focused","19 Dec 2023, 10:30","19 Dec 2023, 11:11","2 days post hangover","Leg Raise Parallel Bars",,"",0,"normal",,13,,,
"short Leg focused","19 Dec 2023, 10:30","19 Dec 2023, 11:11","2 days post hangover","Leg Raise Parallel Bars",,"",1,"normal",,9,,,
"short Leg focused","19 Dec 2023, 10:30","19 Dec 2023, 11:11","2 days post hangover","Hip Adduction (Machine)",,"",0,"normal",65,10,,,
"short Leg focused","19 Dec 2023, 10:30","19 Dec 2023, 11:11","2 days post hangover","Hip Adduction (Machine)",,"",1,"normal",65,6,,,
"short Leg focused","19 Dec 2023, 10:30","19 Dec 2023, 11:11","2 days post hangover","Hip Adduction (Machine)",,"",2,"dropset",60,6,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Chest Press (Machine)",,"",0,"warmup",50,10,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Chest Press (Machine)",,"",1,"normal",80,8,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Chest Press (Machine)",,"",2,"normal",75,10,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Chest Press (Machine)",,"",3,"normal",75,8,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Seated Shoulder Press (Machine)",,"",0,"warmup",30,10,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Seated Shoulder Press (Machine)",,"",1,"normal",50,11,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Seated Shoulder Press (Machine)",,"",2,"normal",45,9,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Lat Pulldown (Machine)",,"",0,"normal",100,10,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Lat Pulldown (Machine)",,"",1,"normal",95,9,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Seated Row (Machine)",,"",0,"normal",70,10,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Incline Chest Press (Machine)",,"",0,"normal",60,5,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Incline Chest Press (Machine)",,"",1,"normal",55,12,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Incline Chest Press (Machine)",,"",2,"normal",50,8,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Lateral Raise (Machine)",,"",0,"normal",47.5,10,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Lateral Raise (Machine)",,"",1,"normal",45,10,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Lateral Raise (Machine)",,"",2,"normal",45,8,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Preacher Curl (Machine)",,"",0,"normal",40,11,,,9.5
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Preacher Curl (Machine)",,"",1,"normal",35,6,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Preacher Curl (Machine)",,"",2,"dropset",30,2,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Triceps Extension (Cable)",,"",0,"normal",35,15,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Triceps Extension (Cable)",,"",1,"normal",35,12,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Leg Raise Parallel Bars",,"",0,"normal",,10,,,
"Upper body push-ish","16 Dec 2023, 12:14","16 Dec 2023, 14:11","","Leg Raise Parallel Bars",,"",1,"normal",,10,,,
"Upper body pull-ish","14 Dec 2023, 12:44","14 Dec 2023, 14:01","","Lat Pulldown (Machine)",,"",0,"warmup",70,5,,,
"Upper body pull-ish","14 Dec 2023, 12:44","14 Dec 2023, 14:01","","Lat Pulldown (Machine)",,"",1,"normal",100,11,,,
"Upper body pull-ish","14 Dec 2023, 12:44","14 Dec 2023, 14:01","","Lat Pulldown (Machine)",,"",2,"normal",100,9,,,
"Upper body pull-ish","14 Dec 2023, 12:44","14 Dec 2023, 14:01","","Lat Pulldown (Machine)",,"",3,"normal",100,7,,,
"Upper body pull-ish","14 Dec 2023, 12:44","14 Dec 2023, 14:01","","Lat Pulldown (Machine)",,"",4,"normal",95,9,,,
"Upper body pull-ish","14 Dec 2023, 12:44","14 Dec 2023, 14:01","","Seated Row (Machine)",,"",0,"normal",60,11,,,
"Upper body pull-ish","14 Dec 2023, 12:44","14 Dec 2023, 14:01","","Seated Row (Machine)",,"",1,"normal",60,8,,,
"Upper body pull-ish","14 Dec 2023, 12:44","14 Dec 2023, 14:01","","Seated Row (Machine)",,"",2,"normal",55,8,,,
"Upper body pull-ish","14 Dec 2023, 12:44","14 Dec 2023, 14:01","","Leg Press Horizontal (Machine)",,"",0,"warmup",77,2,,,
"Upper body pull-ish","14 Dec 2023, 12:44","14 Dec 2023, 14:01","","Leg Press Horizontal (Machine)",,"",1,"normal",133,10,,,
"Upper body pull-ish","14 Dec 2023, 12:44","14 Dec 2023, 14:01","","Leg Press Horizontal (Machine)",,"",2,"normal",125,9,,,
"Upper body pull-ish","14 Dec 2023, 12:44","14 Dec 2023, 14:01","","Incline Chest Press (Machine)",,"",0,"warmup",45,6,,,
